flight,time,length,airline,airportfrom,airportto,dayofweek,delay
5210.0,713.0,71.0,EV,JAN,MEM,1,0
2871.0,990.0,55.0,WN,SAT,DAL,1,1
519.0,405.0,100.0,DL,RAP,MSP,3,0
1925.0,600.0,120.0,DL,BWI,ATL,2,1
1273.0,420.0,115.0,DL,CMH,ATL,2,0
1048.0,510.0,49.0,YV,HNL,ITO,3,0
2324.0,370.0,170.0,XE,CVG,IAH,3,0
2697.0,810.0,70.0,WN,MSY,HOU,2,1
1550.0,450.0,140.0,WN,LAX,DEN,6,0
2387.0,835.0,178.0,XE,GSO,IAH,1,0
137.0,865.0,220.0,CO,IAH,LAX,2,1
2571.0,670.0,97.0,DL,IND,ATL,7,0
1214.0,600.0,117.0,US,CLT,DTW,4,0
1775.0,675.0,195.0,AA,DFW,SNA,3,1
6512.0,455.0,126.0,OO,LAX,COS,4,0
1350.0,820.0,60.0,WN,SAT,DAL,6,1
796.0,900.0,143.0,F9,PDX,DEN,3,1
4442.0,1155.0,90.0,OO,DEN,SLC,1,0
1028.0,991.0,184.0,CO,CLT,IAH,4,1
113.0,901.0,146.0,FL,ATL,DFW,1,0
659.0,899.0,160.0,FL,ATL,SAT,4,1
2209.0,1180.0,190.0,DL,DTW,DFW,2,0
103.0,695.0,162.0,UA,DEN,SMF,3,0
6515.0,835.0,176.0,OH,LGA,JAX,6,0
1329.0,1230.0,87.0,B6,BOS,BWI,3,1
996.0,1090.0,55.0,WN,HRL,SAT,1,1
1145.0,785.0,205.0,AA,DFW,BUR,5,1
587.0,1260.0,167.0,US,PHX,GEG,1,1
1244.0,1050.0,80.0,WN,BWI,MHT,2,1
6.0,925.0,60.0,CO,IAH,SAT,5,1
1204.0,966.0,174.0,FL,RSW,MDW,1,0
604.0,720.0,125.0,AA,DFW,SDF,7,0
661.0,1095.0,110.0,AA,MEM,DFW,3,0
5982.0,973.0,72.0,XE,ORD,SDF,5,0
1008.0,885.0,95.0,AA,DFW,HSV,4,0
1927.0,810.0,110.0,DL,ATL,FLL,7,1
1292.0,530.0,170.0,AA,SNA,DFW,4,0
6244.0,1360.0,75.0,OO,SFO,MFR,3,1
1915.0,1080.0,49.0,US,CLT,RDU,3,0
1555.0,500.0,308.0,DL,ATL,LAX,3,1
548.0,1185.0,137.0,US,PHX,DFW,5,0
