flight,time,length,airline,airportfrom,airportto,dayofweek,delay
447.0,1075.0,205.0,B6,BOS,TPA,4,0
2979.0,1145.0,80.0,WN,MCI,MDW,4,1
174.0,1130.0,116.0,UA,ORD,RIC,7,1
460.0,1000.0,70.0,WN,PIT,BWI,4,1
7306.0,509.0,72.0,YV,IAD,SYR,3,0
840.0,1070.0,75.0,WN,BDL,BWI,7,1
2816.0,770.0,135.0,WN,LGA,MDW,6,1
1295.0,500.0,70.0,WN,MDW,CLE,6,1
2438.0,680.0,106.0,DL,ATL,DCA,1,1
625.0,745.0,77.0,US,ABQ,PHX,2,0
507.0,960.0,175.0,AS,SNA,SEA,7,0
290.0,1155.0,55.0,WN,ABQ,LBB,5,1
280.0,935.0,32.0,HA,OGG,KOA,2,0
1134.0,670.0,60.0,WN,IND,MDW,3,1
857.0,1005.0,155.0,WN,MCO,STL,3,1
2357.0,660.0,225.0,WN,DEN,BOS,7,0
471.0,1105.0,115.0,FL,BWI,ATL,7,1
721.0,555.0,260.0,AA,LGA,DFW,1,0
521.0,375.0,125.0,WN,OAK,SEA,3,1
2135.0,465.0,135.0,DL,PIT,ATL,2,0
1089.0,640.0,80.0,WN,LAS,SLC,5,0
477.0,380.0,165.0,AS,LAX,SEA,6,0
676.0,600.0,132.0,UA,ORD,LGA,5,0
4524.0,1050.0,83.0,OO,MSO,SLC,5,0
1700.0,480.0,165.0,CO,FLL,EWR,4,0
2075.0,783.0,119.0,XE,ABQ,IAH,4,0
540.0,760.0,240.0,WN,PHX,PIT,2,1
3758.0,705.0,155.0,MQ,AUS,ORD,4,1
823.0,620.0,90.0,WN,TUS,LAX,2,1
7308.0,1164.0,107.0,YV,JAX,IAD,4,0
2955.0,590.0,75.0,MQ,DFW,MAF,3,0
1134.0,670.0,60.0,WN,IND,MDW,7,0
2834.0,1011.0,75.0,XE,IAH,JAN,1,1
2117.0,625.0,175.0,WN,TPA,MHT,7,1
775.0,1280.0,80.0,WN,LAX,SMF,7,0
1292.0,663.0,242.0,DL,SAN,ATL,2,1
2874.0,910.0,89.0,YV,PHX,BFL,6,0
1079.0,1035.0,65.0,WN,DAL,SAT,1,1
6763.0,910.0,86.0,OH,JFK,SYR,7,1
2522.0,1320.0,124.0,DL,MSP,DEN,4,0
5595.0,1236.0,84.0,EV,ATL,EWN,1,1
5571.0,1000.0,114.0,EV,ATL,SHV,3,1
603.0,1000.0,157.0,FL,BWI,RSW,7,1
944.0,820.0,50.0,WN,OKC,DAL,5,1
61.0,1335.0,320.0,FL,ATL,LAX,1,1
1236.0,765.0,165.0,WN,TPA,BDL,5,1
208.0,1190.0,72.0,US,PHX,ABQ,2,0
1871.0,660.0,180.0,AA,DFW,LAS,5,1
897.0,490.0,80.0,WN,SNA,SJC,5,0
2228.0,896.0,155.0,XE,MEM,EWR,4,1
5442.0,826.0,131.0,EV,MEM,MFE,7,0
1902.0,667.0,229.0,DL,LAS,ATL,7,1
2411.0,475.0,205.0,AA,DFW,LAX,6,0
4947.0,905.0,64.0,EV,ATL,CAE,3,0
2895.0,905.0,109.0,YV,DRO,PHX,4,0
6529.0,415.0,177.0,OO,ELP,ORD,5,0
2442.0,832.0,136.0,DL,ATL,EWR,2,1
7037.0,378.0,69.0,OO,CPR,DEN,1,0
5328.0,327.0,137.0,EV,ICT,ATL,2,1
170.0,686.0,109.0,FL,RSW,ATL,4,0
1686.0,1075.0,60.0,WN,FLL,TPA,2,1
2279.0,900.0,198.0,DL,LGA,FLL,2,1
1229.0,1245.0,125.0,WN,PHX,OAK,4,1
2217.0,530.0,285.0,DL,DTW,LAS,4,1
2566.0,535.0,224.0,DL,SAT,JFK,7,0
145.0,520.0,65.0,WN,OAK,BUR,2,1
1427.0,1110.0,175.0,AA,TPA,DFW,4,0
2203.0,646.0,90.0,XE,TUL,IAH,1,0
413.0,775.0,230.0,WN,LAX,BNA,3,1
3895.0,928.0,62.0,9E,SBN,DTW,7,1
739.0,629.0,73.0,FL,MKE,MSP,3,0
4227.0,365.0,52.0,9E,FWA,CVG,2,0
2769.0,950.0,75.0,MQ,DFW,SGF,4,1
1669.0,1135.0,94.0,DL,ATL,MCO,3,1
2013.0,1140.0,240.0,AA,ORD,LAS,4,1
6439.0,1385.0,38.0,OO,CWA,EAU,5,0
1978.0,1205.0,110.0,US,CLT,EWR,3,0
460.0,1215.0,272.0,CO,EWR,SAT,4,1
6847.0,1155.0,76.0,OO,SFO,SBA,5,0
1149.0,1080.0,369.0,DL,LAX,HNL,6,1
200.0,1261.0,134.0,UA,ORD,BOS,6,1
6909.0,675.0,115.0,OO,SFO,OTH,3,0
371.0,420.0,112.0,AS,SMF,SEA,3,0
631.0,1156.0,144.0,F9,MSN,DEN,3,0
6654.0,819.0,61.0,OO,SBP,SFO,4,0
1115.0,465.0,130.0,WN,BWI,MDW,2,0
3052.0,705.0,62.0,XE,CRP,IAH,5,1
2.0,540.0,156.0,B6,FLL,JFK,3,1
24.0,691.0,153.0,B6,TPA,JFK,1,1
692.0,1210.0,120.0,WN,OAK,SEA,1,1
6312.0,505.0,46.0,OO,PSP,LAX,3,0
1132.0,500.0,200.0,AA,SMF,DFW,3,0
2813.0,469.0,101.0,DL,GRR,MSP,3,0
4676.0,910.0,148.0,OO,MSP,IAD,7,1
5113.0,625.0,57.0,EV,DHN,ATL,7,0
5921.0,1255.0,94.0,XE,ORD,FSD,4,0
374.0,725.0,125.0,AA,ORD,LGA,5,1
704.0,435.0,195.0,AA,DFW,LGA,3,0
3088.0,570.0,116.0,XE,IAH,MCI,5,0
1414.0,580.0,75.0,WN,DAL,MSY,3,1
16.0,600.0,55.0,WN,HOU,DAL,3,1
993.0,1130.0,140.0,FL,MKE,BOS,5,0
436.0,1250.0,159.0,B6,MCO,BOS,7,0
87.0,1230.0,326.0,B6,JFK,SLC,3,1
378.0,826.0,169.0,FL,TPA,MKE,2,1
804.0,810.0,247.0,UA,SFO,ORD,2,1
2904.0,1155.0,125.0,MQ,CID,DFW,2,0
4658.0,675.0,81.0,OO,SLC,BTM,7,1
4378.0,860.0,88.0,9E,CLT,ATL,6,0
2367.0,385.0,175.0,XE,DAY,IAH,7,0
126.0,510.0,343.0,DL,SFO,JFK,7,0
2079.0,768.0,187.0,DL,LGA,FLL,7,0
192.0,905.0,145.0,DL,ATL,JFK,3,0
815.0,1135.0,104.0,UA,OMA,DEN,4,0
4558.0,826.0,142.0,OO,SLC,TUL,5,0
1587.0,775.0,185.0,WN,MCO,MCI,7,1
2014.0,915.0,118.0,DL,CVG,LGA,3,1
1764.0,600.0,143.0,DL,MSP,DCA,2,0
310.0,648.0,224.0,UA,DEN,LGA,6,0
759.0,515.0,70.0,WN,ISP,BWI,4,1
1186.0,1019.0,136.0,CO,ORD,EWR,2,1
4399.0,805.0,90.0,9E,MSP,GRR,5,1
625.0,920.0,65.0,AA,MCO,MIA,3,0
3888.0,855.0,63.0,9E,MEM,BNA,3,1
1211.0,1055.0,151.0,US,DCA,PBI,2,1
2505.0,1290.0,253.0,DL,MSP,SFO,4,1
6763.0,910.0,94.0,OH,JFK,SYR,3,1
740.0,1010.0,75.0,AA,LAX,LAS,3,0
2515.0,1140.0,262.0,DL,ATL,PHX,4,0
1712.0,685.0,65.0,WN,GEG,SEA,5,1
1827.0,670.0,114.0,DL,ATL,FLL,7,1
250.0,448.0,289.0,UA,PDX,IAD,7,0
1678.0,960.0,85.0,DL,ATL,MEM,1,1
1794.0,1295.0,124.0,DL,ATL,PHL,1,0
1492.0,927.0,132.0,FL,MCO,CMH,2,0
1809.0,710.0,123.0,US,CLT,RSW,2,1
115.0,1050.0,164.0,DL,ATL,MSP,3,1
2906.0,550.0,55.0,WN,FLL,MCO,1,1
6486.0,550.0,75.0,OH,DCA,JFK,2,0
7759.0,483.0,72.0,OO,EKO,SLC,2,1
3244.0,890.0,160.0,WN,SAN,AUS,1,1
1146.0,1366.0,64.0,DL,ATL,CHS,5,1
3646.0,1150.0,80.0,MQ,JAX,MIA,3,1
52.0,1340.0,60.0,AS,FAI,ANC,5,1
2710.0,1150.0,77.0,XE,CLE,DCA,1,0
464.0,575.0,150.0,WN,PHL,MDW,2,0
621.0,425.0,165.0,AA,MSP,DFW,5,0
2041.0,1317.0,121.0,DL,SLC,LAX,7,1
1392.0,660.0,80.0,WN,MDW,PIT,4,1
647.0,745.0,110.0,WN,DAL,ABQ,4,1
212.0,615.0,247.0,CO,IAH,SJU,6,1
5421.0,655.0,75.0,EV,ATL,GNV,4,1
1598.0,1235.0,135.0,AA,DFW,MSP,6,1
1091.0,795.0,115.0,AA,STL,DFW,6,0
2454.0,725.0,102.0,XE,MEM,IAH,6,1
1124.0,425.0,82.0,DL,LAX,SFO,7,0
349.0,1149.0,64.0,DL,ATL,TLH,4,0
1206.0,795.0,225.0,DL,RSW,MSP,6,0
2183.0,1020.0,76.0,US,LGA,DCA,4,1
659.0,480.0,208.0,CO,DCA,IAH,4,1
1218.0,1102.0,83.0,B6,BUF,BOS,6,1
3651.0,1255.0,130.0,MQ,MIA,TYS,4,1
6603.0,818.0,74.0,OO,DEN,ABQ,7,0
6557.0,1075.0,183.0,OH,JFK,ORD,4,1
1998.0,885.0,145.0,WN,FLL,BNA,6,1
738.0,489.0,208.0,UA,DEN,MCO,7,0
264.0,820.0,125.0,FL,DCA,MKE,1,0
3997.0,520.0,104.0,9E,MEM,JAX,6,1
1171.0,1220.0,80.0,WN,OAK,SAN,1,1
4469.0,735.0,120.0,MQ,DCA,BNA,5,0
516.0,660.0,142.0,F9,PDX,DEN,5,1
730.0,1126.0,113.0,UA,ORD,BWI,3,0
1160.0,785.0,112.0,DL,SAN,SLC,3,1
327.0,725.0,165.0,AA,LGA,ORD,3,1
3492.0,1105.0,80.0,WN,SMF,LAS,4,1
654.0,785.0,140.0,UA,DFW,ORD,1,0
185.0,675.0,34.0,HA,OGG,HNL,2,1
660.0,1070.0,77.0,US,PHX,SNA,2,0
1322.0,435.0,160.0,AA,DFW,DTW,1,0
5970.0,457.0,55.0,XE,ORD,IND,1,1
1004.0,670.0,97.0,DL,ATL,DAY,5,0
1033.0,1025.0,132.0,US,BDL,CLT,3,1
494.0,945.0,100.0,AA,ABQ,DFW,2,0
1783.0,725.0,75.0,WN,ALB,BWI,3,1
2958.0,530.0,65.0,WN,DAL,SAT,7,0
6473.0,1050.0,100.0,OH,BOS,JFK,2,0
97.0,470.0,81.0,US,PHL,PIT,5,1
2070.0,840.0,85.0,DL,CHS,ATL,4,0
6593.0,1021.0,114.0,OH,IAD,DTW,3,0
3669.0,560.0,120.0,9E,MEM,IAH,5,0
702.0,1025.0,239.0,UA,ORD,PHX,6,0
6952.0,546.0,128.0,OO,BHM,ORD,7,0
2401.0,1201.0,104.0,DL,SLC,PHX,3,1
5603.0,500.0,108.0,EV,ATL,LFT,5,0
189.0,507.0,259.0,UA,ORD,SAN,5,0
200.0,560.0,170.0,WN,DEN,SJC,1,0
3603.0,560.0,80.0,WN,ELP,SAT,4,1
1408.0,1065.0,135.0,CO,CLT,EWR,4,1
24.0,515.0,85.0,US,PHX,LAX,4,0
2861.0,789.0,85.0,XE,BTV,EWR,5,0
1452.0,965.0,179.0,FL,HPN,PBI,7,0
2722.0,1085.0,125.0,MQ,DSM,DFW,5,1
2897.0,1064.0,80.0,YV,DRO,PHX,2,0
27.0,530.0,90.0,WN,DEN,OKC,5,1
2720.0,1150.0,225.0,WN,MCI,LAX,1,1
1623.0,1108.0,147.0,DL,BOS,DTW,2,0
5915.0,465.0,124.0,XE,ORD,SAV,6,0
426.0,1155.0,176.0,CO,IAH,BWI,4,1
3005.0,1055.0,59.0,XE,IAH,CRP,2,0
1760.0,580.0,120.0,DL,ATL,MDW,5,0
3321.0,760.0,85.0,WN,SNA,OAK,5,1
1343.0,915.0,75.0,WN,LAS,TUS,3,1
3004.0,775.0,153.0,XE,IAH,MKE,1,0
2689.0,645.0,158.0,DL,SLC,MSP,5,0
458.0,540.0,154.0,AS,SEA,LAX,4,1
621.0,719.0,244.0,B6,JFK,HOU,5,0
1053.0,915.0,107.0,B6,JFK,PIT,7,0
4614.0,720.0,105.0,MQ,DTW,LGA,7,1
1097.0,440.0,204.0,CO,IAH,LAS,4,1
426.0,1145.0,164.0,F9,DEN,ATL,7,1
33.0,840.0,362.0,US,HNL,PHX,7,1
1285.0,840.0,135.0,WN,MDW,ISP,1,1
865.0,655.0,65.0,AA,AUS,DFW,7,0
253.0,1125.0,161.0,UA,ORD,DEN,3,1
592.0,491.0,61.0,UA,EGE,DEN,4,0
2478.0,1202.0,72.0,DL,SLC,BOI,1,1
1418.0,1097.0,149.0,FL,RSW,CAK,4,0
506.0,360.0,120.0,UA,SFO,PHX,5,1
2879.0,1170.0,70.0,MQ,DFW,XNA,4,0
133.0,415.0,192.0,B6,JFK,RSW,1,0
1804.0,560.0,274.0,CO,EWR,EGE,7,1
406.0,810.0,95.0,UA,BIL,DEN,2,0
33.0,375.0,136.0,UA,DFW,DEN,4,0
2040.0,1070.0,155.0,WN,ABQ,OAK,5,1
4489.0,847.0,196.0,OO,IAH,SLC,5,1
309.0,551.0,253.0,UA,MCO,DEN,4,0
1765.0,615.0,395.0,DL,JFK,SFO,3,0
530.0,379.0,93.0,UA,ORD,MSP,3,0
5412.0,515.0,126.0,EV,ATL,SHV,1,0
5327.0,690.0,58.0,EV,HSV,ATL,2,1
553.0,1125.0,164.0,AS,PSP,SEA,7,0
105.0,1045.0,225.0,AS,SEA,ANC,3,1
345.0,585.0,98.0,UA,ORD,OMA,1,0
1237.0,485.0,135.0,AA,PHX,DFW,3,0
365.0,470.0,85.0,UA,DTW,ORD,3,0
201.0,360.0,103.0,UA,BOS,IAD,1,0
7104.0,1168.0,74.0,EV,BUF,IAD,6,0
4314.0,425.0,111.0,9E,DTW,ORF,4,0
736.0,985.0,250.0,WN,MDW,LAS,7,1
360.0,565.0,280.0,CO,EWR,SAT,2,0
4120.0,470.0,129.0,9E,HOU,ATL,1,1
683.0,439.0,266.0,CO,BOS,IAH,7,0
114.0,495.0,325.0,AA,LAX,EWR,4,0
4330.0,960.0,80.0,MQ,CVG,ORD,1,0
6726.0,806.0,74.0,OO,JAC,DEN,3,0
322.0,459.0,106.0,UA,SNA,SFO,5,1
1276.0,661.0,162.0,B6,MCO,BOS,3,1
2559.0,900.0,245.0,AA,EWR,DFW,1,0
514.0,1274.0,105.0,UA,ORD,IAD,6,0
137.0,625.0,115.0,FL,BWI,JAX,1,0
2800.0,1197.0,94.0,XE,IAH,XNA,3,1
6957.0,1307.0,71.0,OO,DEN,RAP,6,1
1268.0,790.0,65.0,WN,LAS,SAN,3,1
3326.0,810.0,155.0,MQ,TYS,DFW,7,0
2141.0,1140.0,81.0,US,BOS,LGA,1,1
3742.0,1160.0,260.0,WN,BNA,LAS,7,0
2897.0,1064.0,80.0,YV,DRO,PHX,4,0
51.0,955.0,103.0,CO,EWR,CLE,4,1
4291.0,1140.0,80.0,MQ,IND,ORD,5,1
6539.0,363.0,109.0,OO,AVL,ORD,4,0
5357.0,890.0,79.0,EV,ATL,MOB,5,1
6358.0,1124.0,40.0,OO,LAX,SBA,4,1
3086.0,545.0,130.0,WN,OAK,SEA,6,0
2186.0,820.0,135.0,DL,ATL,LGA,6,0
360.0,990.0,196.0,F9,DEN,TPA,6,0
828.0,842.0,160.0,FL,MKE,SRQ,1,1
5604.0,1000.0,60.0,EV,JAN,MEM,3,0
261.0,900.0,136.0,F9,SNA,DEN,2,0
2684.0,1076.0,85.0,YV,ATL,CLT,6,1
6587.0,1160.0,112.0,OH,DCA,GRR,1,1
1186.0,985.0,86.0,US,CLT,BWI,3,1
1746.0,480.0,143.0,US,MCO,PHL,3,0
7763.0,360.0,63.0,OO,PIH,SLC,4,0
675.0,990.0,379.0,B6,JFK,LAX,4,1
3590.0,840.0,140.0,WN,SEA,LAS,1,1
