flight,time,length,airline,airportfrom,airportto,dayofweek,delay
2978.0,993.0,108.0,DL,SAN,SLC,4,1
1235.0,460.0,95.0,WN,MCI,BNA,3,0
150.0,992.0,254.0,UA,SFO,ORD,7,1
1477.0,400.0,235.0,AA,PHL,DFW,7,0
6543.0,885.0,148.0,OH,BHM,LGA,5,0
714.0,801.5,229.0,UA,DEN,BOS,4,1
849.0,801.5,375.0,UA,PHL,LAX,5,0
127.0,419.0,236.0,US,MKE,PHX,3,1
4070.0,1135.0,76.0,9E,OMA,MSP,3,0
2634.0,453.0,65.0,YV,CLT,ORF,1,0
2053.0,1155.0,155.0,WN,LAS,AUS,2,1
4441.0,795.0,104.0,MQ,DTW,LGA,7,0
1429.0,423.0,357.0,DL,JFK,LAS,4,1
464.0,575.0,150.0,WN,PHL,MDW,5,1
377.0,801.5,165.0,F9,BOS,MKE,4,0
3484.0,801.5,60.0,WN,TPA,FLL,2,1
2445.0,1230.0,260.0,DL,CVG,LAS,3,1
5234.0,872.0,143.0,EV,FNT,ATL,5,1
641.0,420.0,188.0,AS,PHX,SEA,4,0
683.0,801.5,156.0,UA,LGA,ORD,1,0
6814.0,823.0,55.0,OO,MLI,ORD,1,1
2487.0,801.5,57.0,XE,LFT,IAH,3,0
2108.0,801.5,150.0,WN,TPA,HOU,2,0
131.0,1180.0,125.0,WN,MDW,ISP,3,1
1679.0,801.5,317.0,DL,CVG,SFO,3,1
5363.0,645.0,89.0,EV,ATL,MEM,1,1
1544.0,1100.0,55.0,WN,HOU,SAT,6,1
2861.0,465.0,163.0,DL,PHL,ATL,3,1
4228.0,795.0,95.0,MQ,ORD,SGF,7,1
6830.0,801.5,119.0,OO,LAX,BOI,7,0
5182.0,521.0,71.0,EV,ATL,CAE,5,0
1509.0,515.0,100.0,US,TPA,CLT,6,0
2768.0,800.0,285.0,DL,SEA,ATL,6,0
848.0,762.0,144.0,UA,DEN,IAH,2,0
4230.0,480.0,64.0,9E,FWA,DTW,1,0
1943.0,1230.0,115.0,WN,DEN,TUS,3,1
6655.0,801.5,71.0,OO,ORD,EAU,3,0
1856.0,801.5,145.0,AA,MIA,IAD,6,1
364.0,801.5,150.0,AA,DFW,PBI,3,1
1591.0,801.5,80.0,WN,PHL,BOS,4,0
697.0,875.0,210.0,CO,IAH,LAS,5,1
6519.0,1170.0,140.0,OH,EWR,CVG,3,1
2003.0,345.0,105.0,DL,SAT,MEM,4,0
1400.0,525.0,174.0,CO,FLL,EWR,6,0
383.0,885.0,245.0,WN,MCI,OAK,1,1
624.0,1185.0,107.0,CO,CLE,EWR,4,1
678.0,595.0,85.0,WN,SMF,SAN,1,1
1489.0,1345.0,77.0,US,CLT,JAX,7,0
2584.0,480.0,202.0,DL,STL,SLC,3,1
531.0,801.5,135.0,F9,DEN,MDW,5,1
1062.0,1005.0,185.0,AA,DFW,PHL,5,0
578.0,515.0,210.0,AA,SJC,DFW,5,1
1097.0,920.0,135.0,FL,IND,MCO,3,0
6628.0,420.0,131.0,OH,DFW,CVG,1,0
1571.0,1115.0,204.0,DL,JFK,MIA,3,1
1693.0,801.5,125.0,WN,PHX,OAK,5,1
82.0,1307.0,301.0,B6,SEA,JFK,4,1
349.0,505.0,110.0,WN,ABQ,MCI,3,1
1872.0,590.0,160.0,AA,ORD,MCO,4,1
7774.0,801.5,77.0,OO,SGU,SLC,5,0
901.0,995.0,95.0,WN,PHX,SLC,5,1
1876.0,801.5,175.0,AA,MIA,LGA,5,1
21.0,801.5,385.0,AA,JFK,LAX,4,1
801.0,940.0,290.0,WN,BOS,DEN,6,1
4151.0,525.0,88.0,9E,MEM,IND,5,0
2892.0,460.0,243.0,DL,SAN,ATL,6,0
4486.0,801.5,88.0,OO,SLC,DEN,1,1
2241.0,567.0,89.0,XE,MOB,IAH,1,1
2833.0,405.0,47.0,YV,TUS,PHX,3,0
278.0,801.5,285.0,WN,CMH,LAS,6,0
857.0,790.0,108.0,F9,DEN,PHX,6,1
3801.0,801.5,134.0,9E,CLE,MEM,2,1
1660.0,801.5,120.0,AA,DFW,IND,7,0
968.0,1360.0,311.0,B6,LAX,JFK,3,1
778.0,801.5,195.0,WN,DEN,RDU,3,1
4643.0,801.5,210.0,OO,IAH,SLC,2,1
5507.0,801.5,102.0,EV,CHO,ATL,7,0
1117.0,801.5,120.0,WN,MDW,PHL,7,1
498.0,1082.0,119.0,UA,DEN,DFW,1,0
1466.0,1220.0,50.0,WN,TPA,PBI,3,1
3144.0,1180.0,190.0,WN,ABQ,PDX,3,1
3222.0,1175.0,135.0,WN,STL,HOU,1,1
959.0,1149.0,116.0,US,BUF,CLT,4,1
6508.0,637.0,203.0,OO,SFO,AUS,4,1
4720.0,659.0,106.0,OO,PHX,SLC,6,1
4955.0,400.0,70.0,EV,HSV,MEM,3,0
3038.0,525.0,50.0,MQ,SBA,LAX,3,0
4670.0,1058.0,154.0,OO,TUL,SLC,5,0
115.0,1160.0,126.0,F9,MSP,DEN,7,1
4439.0,510.0,110.0,MQ,LGA,RDU,4,0
194.0,405.0,190.0,CO,LAX,IAH,3,1
707.0,1255.0,94.0,FL,ATL,DAY,5,1
1965.0,535.0,240.0,AA,DFW,SFO,6,0
232.0,575.0,197.0,CO,IAH,LGA,7,0
4981.0,801.5,59.0,EV,ATL,GSP,2,1
434.0,640.0,65.0,WN,MDW,STL,2,1
1824.0,365.0,110.0,WN,MHT,BWI,3,0
281.0,685.0,80.0,WN,PIT,PHL,2,1
3663.0,1035.0,107.0,9E,DTW,BDL,3,0
6325.0,801.5,45.0,OO,SAN,LAX,4,0
1119.0,801.5,90.0,WN,BNA,MDW,5,1
1002.0,630.0,151.0,FL,MDT,MCO,2,1
3832.0,1035.0,75.0,9E,MSP,GFK,7,0
623.0,1230.0,253.0,B6,JFK,HOU,6,1
6618.0,934.0,68.0,OO,SFO,SBP,7,1
2689.0,965.0,68.0,YV,ILM,CLT,3,0
348.0,801.5,122.0,DL,MCI,ATL,4,0
1527.0,1035.0,113.0,DL,ATL,FLL,4,1
6.0,450.0,60.0,WN,HOU,DAL,4,1
6876.0,801.5,48.0,OO,SEA,PDX,6,0
2209.0,1010.0,80.0,XE,CLE,GSP,1,0
5011.0,801.5,98.0,EV,ROA,DTW,4,0
1881.0,580.0,165.0,WN,MDW,TPA,7,0
5475.0,970.0,43.0,EV,ATL,CSG,1,0
1370.0,815.0,245.0,WN,MCI,OAK,1,1
498.0,55.0,179.0,US,DEN,CLT,5,0
1381.0,790.0,65.0,WN,DTW,MDW,7,1
2691.0,450.0,226.0,DL,MSP,MIA,6,1
449.0,1018.0,252.0,F9,PHL,DEN,1,0
1618.0,545.0,130.0,WN,PHX,AUS,4,0
5014.0,330.0,132.0,EV,ICT,ATL,1,0
3141.0,665.0,130.0,WN,BWI,JAX,7,1
3720.0,445.0,108.0,9E,TYS,DTW,1,1
3327.0,801.5,95.0,MQ,JAN,DFW,5,1
927.0,649.0,116.0,FL,MCI,ATL,5,0
3657.0,801.5,154.0,9E,SYR,ATL,3,1
3673.0,1005.0,125.0,MQ,MIA,CLT,6,1
732.0,1013.0,76.0,FL,MSP,MKE,5,0
41.0,801.5,110.0,WN,LAX,ELP,5,1
3904.0,920.0,70.0,9E,CMH,DTW,6,0
174.0,785.0,140.0,WN,SMF,DEN,7,1
4551.0,385.0,101.0,OO,RDM,SLC,1,1
309.0,540.0,270.0,CO,IAH,PDX,3,1
6865.0,761.0,44.0,OO,SBN,ORD,2,1
6725.0,1292.0,146.0,OO,DEN,PSC,4,1
6328.0,801.5,132.0,OH,DFW,CVG,2,1
2246.0,1050.0,170.0,AA,LAX,AUS,1,0
189.0,801.5,115.0,WN,DEN,PHX,1,1
6417.0,801.5,55.0,OO,LAX,SMX,2,0
4301.0,801.5,135.0,MQ,ORD,OKC,4,1
1508.0,801.5,243.0,DL,SAN,ATL,7,1
3347.0,770.0,85.0,MQ,SGF,DFW,4,1
2845.0,510.0,99.0,YV,ELP,PHX,5,0
6633.0,1299.0,115.0,OO,DEN,TUS,4,1
5199.0,1372.0,43.0,EV,ATL,CHA,3,0
2372.0,801.5,135.0,AA,DFW,ORD,2,0
205.0,801.5,33.0,HA,OGG,HNL,5,0
2076.0,570.0,155.0,AA,LAS,DFW,7,1
258.0,1140.0,105.0,WN,LAX,SLC,2,1
578.0,440.0,102.0,US,SLC,PHX,1,0
1284.0,405.0,160.0,WN,MDW,MCO,6,0
1678.0,960.0,87.0,DL,ATL,MEM,1,1
3739.0,680.0,130.0,MQ,ORD,EWR,2,1
4659.0,801.5,84.0,OO,SLC,BIL,1,0
2717.0,798.0,94.0,XE,TUL,IAH,3,0
6630.0,654.0,63.0,OO,MTJ,DEN,6,0
1777.0,470.0,224.0,CO,PHL,IAH,3,1
1036.0,680.0,49.0,YV,HNL,ITO,5,0
252.0,956.0,119.0,UA,DEN,DFW,1,0
1569.0,735.0,215.0,WN,STL,PHX,3,0
2877.0,801.5,123.0,DL,ORD,ATL,5,1
1615.0,360.0,260.0,AA,BDL,DFW,5,0
1096.0,801.5,80.0,WN,SMF,LAS,7,0
1204.0,801.5,67.0,US,DCA,SYR,1,1
1016.0,801.5,110.0,WN,TUL,DEN,2,1
