flight,time,length,airline,airportfrom,airportto,dayofweek,delay
250.0,1090.0,77.0,B6,LGB,OAK,6,0
993.0,1020.0,85.0,WN,SFO,SAN,4,1
3715.0,1310.0,103.0,9E,DTW,BTV,5,1
4882.0,620.0,72.0,OO,MSP,CID,4,0
1051.0,510.0,245.0,AA,PHX,MIA,7,1
3061.0,485.0,255.0,WN,MDW,LAS,5,1
2661.0,1220.0,188.0,YV,CLT,AUS,1,0
1596.0,965.0,80.0,US,PHL,MHT,5,0
2941.0,825.0,160.0,DL,ATL,SAT,6,0
148.0,776.0,43.0,HA,HNL,KOA,5,0
6458.0,699.0,48.0,OO,SBA,LAX,7,1
583.0,525.0,179.0,B6,HPN,FLL,5,0
800.0,1150.0,96.0,US,MCO,CLT,1,0
2614.0,1020.0,157.0,YV,AUS,CLT,3,0
2597.0,1170.0,123.0,XE,IAH,SAV,2,0
6479.0,380.0,82.0,OH,ORF,JFK,6,0
2734.0,1068.0,80.0,YV,PHX,LGB,5,0
3484.0,1145.0,105.0,WN,SEA,SMF,7,1
6728.0,360.0,157.0,OO,EUG,DEN,6,0
5532.0,465.0,101.0,EV,ATL,LIT,4,0
1483.0,505.0,94.0,DL,SLC,LAS,7,0
1026.0,425.0,95.0,AA,DFW,MCI,7,0
6974.0,380.0,67.0,OO,HDN,DEN,3,1
4051.0,1060.0,90.0,9E,IND,MEM,2,0
1543.0,705.0,65.0,AA,DFW,SAT,3,0
1783.0,675.0,115.0,AA,OMA,DFW,6,0
656.0,925.0,180.0,AA,BUR,DFW,5,0
3698.0,1160.0,160.0,MQ,CVG,MIA,5,1
801.0,470.0,97.0,US,CLT,MCO,7,1
745.0,1010.0,75.0,WN,STL,OMA,1,1
1028.0,820.0,152.0,US,PHL,MCO,5,0
6236.0,765.0,88.0,OO,LAS,FAT,4,0
748.0,830.0,80.0,DL,ATL,RDU,4,0
559.0,750.0,158.0,UA,LGA,ORD,7,0
464.0,809.0,99.0,FL,ATL,BWI,3,0
273.0,520.0,180.0,FL,BOS,ATL,1,0
2242.0,1065.0,135.0,DL,ATL,EWR,4,1
1985.0,350.0,114.0,DL,DAY,ATL,1,0
2841.0,1035.0,57.0,XE,DAY,CLE,4,0
1808.0,1235.0,270.0,AA,MIA,DEN,5,0
622.0,500.0,70.0,WN,MDW,CLE,5,0
6483.0,680.0,121.0,OO,ABQ,LAX,3,1
2845.0,1100.0,165.0,MQ,CVG,DFW,3,1
1441.0,1202.0,80.0,B6,SFO,LGB,7,1
3769.0,970.0,118.0,9E,JFK,RIC,5,0
1629.0,782.0,158.0,FL,PHL,MCO,2,1
646.0,840.0,70.0,WN,MDW,CLE,4,0
6540.0,1010.0,90.0,OH,OKC,MEM,4,1
1961.0,990.0,148.0,DL,PHL,ATL,2,0
1710.0,782.0,98.0,US,CLT,MCO,1,1
4453.0,840.0,195.0,OO,STL,SLC,5,1
1041.0,1060.0,242.0,US,STT,CLT,2,0
6532.0,416.0,82.0,OO,COD,DEN,6,0
415.0,700.0,255.0,AA,ORD,SEA,4,0
4001.0,690.0,95.0,MQ,FSD,ORD,6,0
1005.0,441.0,75.0,B6,BOS,JFK,2,0
115.0,739.0,93.0,UA,ORD,MSP,1,1
3261.0,1085.0,80.0,MQ,LIT,DFW,6,0
2102.0,760.0,290.0,WN,PHX,PVD,1,1
413.0,775.0,230.0,WN,LAX,BNA,1,1
3762.0,1010.0,60.0,WN,RNO,SJC,2,1
155.0,1240.0,300.0,UA,ORD,SFO,4,1
683.0,839.0,156.0,UA,LGA,ORD,3,0
6237.0,887.0,80.0,OO,FAT,LAS,7,1
181.0,420.0,60.0,AS,ANC,FAI,2,0
5971.0,630.0,87.0,XE,CLE,ORD,3,1
6908.0,618.0,55.0,OO,SFO,RNO,1,0
353.0,875.0,38.0,HA,HNL,LIH,1,0
5552.0,1029.0,66.0,EV,TYS,ATL,5,0
398.0,1000.0,70.0,WN,LAS,LAX,6,0
936.0,705.0,195.0,UA,DEN,IAD,6,1
2986.0,1300.0,135.0,DL,ATL,LGA,4,1
5127.0,635.0,89.0,EV,FAY,ATL,6,0
813.0,760.0,150.0,WN,TPA,PHL,6,1
379.0,1100.0,195.0,AA,DFW,SNA,2,0
519.0,1020.0,260.0,AA,ORD,LAX,7,0
800.0,1150.0,96.0,US,MCO,CLT,4,1
122.0,462.0,50.0,HA,HNL,ITO,1,1
700.0,425.0,75.0,WN,SJC,SNA,4,1
370.0,360.0,159.0,B6,FLL,LGA,7,0
2376.0,1095.0,101.0,XE,IAH,ICT,5,0
1070.0,1373.0,66.0,DL,ATL,JAX,1,1
1419.0,560.0,174.0,B6,BOS,JAX,1,1
1700.0,485.0,175.0,CO,FLL,EWR,6,0
2076.0,645.0,154.0,DL,MCO,LGA,7,0
1306.0,785.0,95.0,WN,ABQ,LAS,7,0
189.0,360.0,135.0,UA,BWI,ORD,4,0
2222.0,565.0,210.0,AA,SFO,DFW,1,0
2069.0,730.0,90.0,WN,BHM,MCO,5,0
4752.0,1310.0,124.0,OO,SLC,EUG,7,0
1256.0,1135.0,105.0,WN,BOI,OAK,1,1
6636.0,1050.0,165.0,OO,DEN,CLE,5,0
3596.0,540.0,170.0,WN,MCO,MHT,4,1
6910.0,1142.0,108.0,OO,BOI,DEN,1,0
945.0,716.0,274.0,UA,ORD,LAX,5,0
1069.0,635.0,65.0,WN,MDW,CMH,7,0
4439.0,1035.0,91.0,OO,MSP,MOT,4,0
80.0,480.0,159.0,DL,MCO,JFK,1,0
554.0,729.0,170.0,B6,RSW,EWR,6,0
1260.0,775.0,86.0,B6,IAD,BOS,7,0
545.0,1085.0,65.0,AA,DFW,IAH,2,0
4395.0,705.0,128.0,9E,CLE,MEM,6,0
2488.0,996.0,138.0,XE,IAH,CLT,1,1
2178.0,677.0,182.0,XE,RDU,IAH,7,0
3867.0,475.0,95.0,MQ,DTW,ORD,7,0
697.0,607.0,122.0,UA,DEN,LAS,7,0
615.0,688.0,127.0,UA,DCA,ORD,2,0
5446.0,570.0,78.0,EV,ATL,VPS,4,1
99.0,496.0,148.0,UA,IAD,TPA,6,0
146.0,791.0,152.0,B6,PBI,JFK,2,1
3192.0,500.0,80.0,MQ,SJC,LAX,4,0
6680.0,989.0,107.0,OO,PHX,DEN,6,1
519.0,785.0,160.0,CO,TPA,EWR,6,1
580.0,635.0,65.0,WN,STL,MCI,7,1
1573.0,420.0,56.0,CO,AUS,IAH,4,0
6346.0,710.0,65.0,OO,SFO,SBP,6,1
652.0,535.0,155.0,AA,DFW,RIC,1,0
336.0,1255.0,120.0,AA,ORD,LGA,6,1
6747.0,574.0,43.0,OO,SFO,SMF,2,1
6458.0,699.0,48.0,OO,SBA,LAX,5,0
6601.0,435.0,48.0,OO,ORD,MSN,5,1
3637.0,1275.0,155.0,MQ,MIA,SDF,1,0
1170.0,945.0,126.0,CO,ORD,EWR,3,1
5014.0,1175.0,100.0,EV,ATL,PHF,2,1
2151.0,570.0,75.0,DL,ATL,JAX,1,1
6762.0,435.0,129.0,OH,OKC,MSP,6,0
642.0,625.0,128.0,FL,ATL,MKE,7,0
37.0,745.0,95.0,WN,ELP,DAL,1,0
2442.0,480.0,205.0,WN,AUS,LAX,1,1
6955.0,1090.0,48.0,OO,ORD,MKE,4,0
644.0,1135.0,154.0,CO,IAH,CLE,6,0
662.0,1104.0,149.0,B6,MCO,BUF,2,0
491.0,1100.0,117.0,US,DEN,PHX,4,0
1555.0,1180.0,145.0,AA,MIA,SJU,6,1
320.0,1400.0,287.0,UA,SEA,IAD,4,1
482.0,800.0,85.0,WN,SNA,OAK,2,1
449.0,690.0,320.0,CO,SFO,EWR,5,0
6630.0,453.0,139.0,OO,FAT,DEN,1,1
153.0,1035.0,177.0,B6,JFK,MCO,5,1
6237.0,877.0,80.0,OO,FAT,LAS,5,0
